safety_id,vi,en,intent,severity,fixed_translation_candidate,synthetic,review_status,source_url
SAFE2_0021,Không bật máy!,Do not start the machine!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0022,"Này, Không bật máy!",Do not start the machine!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0023,"Ê, Không bật máy!",Do not start the machine!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0024,"Mọi người, Không bật máy!",Do not start the machine!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0025,Có người bên dưới!,There is someone below!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0026,"Này, Có người bên dưới!",There is someone below!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0027,"Ê, Có người bên dưới!",There is someone below!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0028,"Mọi người, Có người bên dưới!",There is someone below!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0029,Có vật rơi!,Falling object!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0030,"Này, Có vật rơi!",Falling object!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0031,"Ê, Có vật rơi!",Falling object!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0032,"Mọi người, Có vật rơi!",Falling object!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0033,Tránh ra!,Keep clear!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0034,"Này, Tránh ra!",Keep clear!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0035,"Ê, Tránh ra!",Keep clear!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0036,"Mọi người, Tránh ra!",Keep clear!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0037,Ra khỏi khu vực này!,Leave this area!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0038,"Này, Ra khỏi khu vực này!",Leave this area!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0039,"Ê, Ra khỏi khu vực này!",Leave this area!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0040,"Mọi người, Ra khỏi khu vực này!",Leave this area!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0041,Sơ tán ngay!,Evacuate immediately!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0042,"Mọi người, Sơ tán ngay!",Evacuate immediately!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0043,Có cháy!,Fire!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0044,"Mọi người, Có cháy!",Fire!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0045,Có khói!,Smoke!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0046,"Này, Có khói!",Smoke!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0047,"Ê, Có khói!",Smoke!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0048,"Mọi người, Có khói!",Smoke!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0049,Nguy hiểm điện giật!,Electric shock hazard!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0050,"Mọi người, Nguy hiểm điện giật!",Electric shock hazard!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0051,Không chạm vào dây điện!,Do not touch the electrical cable!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0052,"Này, Không chạm vào dây điện!",Do not touch the electrical cable!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0053,"Ê, Không chạm vào dây điện!",Do not touch the electrical cable!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0054,"Mọi người, Không chạm vào dây điện!",Do not touch the electrical cable!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0055,Không đứng dưới tải treo!,Do not stand under a suspended load!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0056,"Này, Không đứng dưới tải treo!",Do not stand under a suspended load!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0057,"Ê, Không đứng dưới tải treo!",Do not stand under a suspended load!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0058,"Mọi người, Không đứng dưới tải treo!",Do not stand under a suspended load!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0059,Dừng cẩu!,Stop the crane!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0060,"Này, Dừng cẩu!",Stop the crane!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0061,"Ê, Dừng cẩu!",Stop the crane!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0062,"Mọi người, Dừng cẩu!",Stop the crane!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0063,Dừng xe nâng!,Stop the forklift!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0064,"Này, Dừng xe nâng!",Stop the forklift!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0065,"Ê, Dừng xe nâng!",Stop the forklift!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0066,"Mọi người, Dừng xe nâng!",Stop the forklift!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0067,Máy xúc đang lùi!,The excavator is reversing!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0068,"Này, Máy xúc đang lùi!",The excavator is reversing!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0069,"Ê, Máy xúc đang lùi!",The excavator is reversing!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0070,"Mọi người, Máy xúc đang lùi!",The excavator is reversing!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0071,Tránh xa mép hố!,Stay away from the excavation edge!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0072,"Này, Tránh xa mép hố!",Stay away from the excavation edge!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0073,"Ê, Tránh xa mép hố!",Stay away from the excavation edge!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0074,"Mọi người, Tránh xa mép hố!",Stay away from the excavation edge!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0075,Không xuống hố!,Do not enter the excavation!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0076,"Này, Không xuống hố!",Do not enter the excavation!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0077,"Ê, Không xuống hố!",Do not enter the excavation!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0078,"Mọi người, Không xuống hố!",Do not enter the excavation!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0079,Thành hố đang sạt!,The excavation wall is caving in!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0080,"Này, Thành hố đang sạt!",The excavation wall is caving in!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0081,"Ê, Thành hố đang sạt!",The excavation wall is caving in!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0082,"Mọi người, Thành hố đang sạt!",The excavation wall is caving in!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0083,Giàn giáo không an toàn!,The scaffold is unsafe!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0084,"Này, Giàn giáo không an toàn!",The scaffold is unsafe!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0085,"Ê, Giàn giáo không an toàn!",The scaffold is unsafe!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0086,"Mọi người, Giàn giáo không an toàn!",The scaffold is unsafe!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0087,Không lên giàn giáo!,Do not climb onto the scaffold!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0088,"Này, Không lên giàn giáo!",Do not climb onto the scaffold!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0089,"Ê, Không lên giàn giáo!",Do not climb onto the scaffold!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0090,"Mọi người, Không lên giàn giáo!",Do not climb onto the scaffold!,PROHIBIT_ACTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0091,Đeo dây an toàn!,Wear your full-body harness!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0092,"Này, Đeo dây an toàn!",Wear your full-body harness!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0093,"Ê, Đeo dây an toàn!",Wear your full-body harness!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0094,"Mọi người, Đeo dây an toàn!",Wear your full-body harness!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0095,Đội mũ bảo hộ!,Wear your safety helmet!,GIVE_INSTRUCTION,high,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0096,"Này, Đội mũ bảo hộ!",Wear your safety helmet!,GIVE_INSTRUCTION,high,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0097,"Ê, Đội mũ bảo hộ!",Wear your safety helmet!,GIVE_INSTRUCTION,high,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0098,"Mọi người, Đội mũ bảo hộ!",Wear your safety helmet!,GIVE_INSTRUCTION,high,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0099,Đeo mặt nạ hàn!,Wear your welding helmet!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0100,"Này, Đeo mặt nạ hàn!",Wear your welding helmet!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0101,"Ê, Đeo mặt nạ hàn!",Wear your welding helmet!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0102,"Mọi người, Đeo mặt nạ hàn!",Wear your welding helmet!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0103,Khóa nguồn trước khi sửa!,Lock out the energy source before maintenance!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0104,"Này, Khóa nguồn trước khi sửa!",Lock out the energy source before maintenance!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0105,"Ê, Khóa nguồn trước khi sửa!",Lock out the energy source before maintenance!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0106,"Mọi người, Khóa nguồn trước khi sửa!",Lock out the energy source before maintenance!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0107,Có rò khí!,There is a gas leak!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0108,"Này, Có rò khí!",There is a gas leak!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0109,"Ê, Có rò khí!",There is a gas leak!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
