utterance_id,pair_id,split,tier,frame_pattern_id,domain,intent,vi,en,variant_type,canonical_id,risk_level,semantic_slots,synthetic,field_observed,quality_score,review_status,use_for_training
OV2_000011,P000011,train,core,CORE_C_safety_general_03,safety_general,REPORT_PROBLEM,Có vấn đề với găng tay bảo hộ.,There is a problem with the protective gloves.,core_standard,C0003,medium,"{""concept"": ""C0003""}",True,False,0.95,needs_domain_expert_review,True
OV2_000012,P000012,train,core,CORE_D_safety_general_03,safety_general,REQUEST_INSPECTION,Kiểm tra lại găng tay bảo hộ sau khi xử lý.,Recheck the protective gloves after corrective action.,core_standard,C0003,medium,"{""concept"": ""C0003""}",True,False,0.95,needs_domain_expert_review,True
OV2_000013,P000013,train,core,CORE_A_safety_general_04,safety_general,REQUEST_INSPECTION,Kiểm tra giày bảo hộ trước khi tiếp tục.,Check the safety footwear before continuing.,core_standard,C0004,high,"{""concept"": ""C0004""}",True,False,0.95,needs_domain_expert_review,True
OV2_000014,P000014,train,core,CORE_B_safety_general_04,safety_general,ASK_STATUS,Giày bảo hộ đã được kiểm tra chưa?,Has the safety footwear been checked?,core_standard,C0004,high,"{""concept"": ""C0004""}",True,False,0.95,needs_domain_expert_review,True
OV2_000015,P000015,train,core,CORE_C_safety_general_04,safety_general,REPORT_PROBLEM,Có vấn đề với giày bảo hộ.,There is a problem with the safety footwear.,core_standard,C0004,high,"{""concept"": ""C0004""}",True,False,0.95,needs_domain_expert_review,True
OV2_000016,P000016,train,core,CORE_D_safety_general_04,safety_general,REQUEST_INSPECTION,Kiểm tra lại giày bảo hộ sau khi xử lý.,Recheck the safety footwear after corrective action.,core_standard,C0004,high,"{""concept"": ""C0004""}",True,False,0.95,needs_domain_expert_review,True
OV2_000017,P000017,train,core,CORE_A_safety_general_05,safety_general,REQUEST_INSPECTION,Kiểm tra áo phản quang trước khi tiếp tục.,Check the high-visibility vest before continuing.,core_standard,C0005,high,"{""concept"": ""C0005""}",True,False,0.95,needs_domain_expert_review,True
OV2_000018,P000018,train,core,CORE_B_safety_general_05,safety_general,ASK_STATUS,Áo phản quang đã được kiểm tra chưa?,Has the high-visibility vest been checked?,core_standard,C0005,high,"{""concept"": ""C0005""}",True,False,0.95,needs_domain_expert_review,True
OV2_000019,P000019,dev,core,CORE_C_safety_general_05,safety_general,REPORT_PROBLEM,Có vấn đề với áo phản quang.,There is a problem with the high-visibility vest.,core_standard,C0005,high,"{""concept"": ""C0005""}",True,False,0.95,needs_domain_expert_review,False
OV2_000020,P000020,train,core,CORE_D_safety_general_05,safety_general,REQUEST_INSPECTION,Kiểm tra lại áo phản quang sau khi xử lý.,Recheck the high-visibility vest after corrective action.,core_standard,C0005,high,"{""concept"": ""C0005""}",True,False,0.95,needs_domain_expert_review,True
OV2_000021,P000021,dev,core,CORE_A_safety_general_06,safety_general,REQUEST_INSPECTION,Kiểm tra nút dừng khẩn cấp trước khi tiếp tục.,Check the emergency stop button before continuing.,core_standard,C0006,critical,"{""concept"": ""C0006""}",True,False,0.95,needs_domain_expert_review,False
OV2_000022,P000022,train,core,CORE_B_safety_general_06,safety_general,ASK_STATUS,Nút dừng khẩn cấp đã được kiểm tra chưa?,Has the emergency stop button been checked?,core_standard,C0006,critical,"{""concept"": ""C0006""}",True,False,0.95,needs_domain_expert_review,True
OV2_000023,P000023,train,core,CORE_C_safety_general_06,safety_general,REPORT_PROBLEM,Có vấn đề với nút dừng khẩn cấp.,There is a problem with the emergency stop button.,core_standard,C0006,critical,"{""concept"": ""C0006""}",True,False,0.95,needs_domain_expert_review,True
OV2_000024,P000024,train,core,CORE_D_safety_general_06,safety_general,REQUEST_INSPECTION,Kiểm tra lại nút dừng khẩn cấp sau khi xử lý.,Recheck the emergency stop button after corrective action.,core_standard,C0006,critical,"{""concept"": ""C0006""}",True,False,0.95,needs_domain_expert_review,True
OV2_000025,P000025,train,core,CORE_A_safety_general_07,safety_general,REQUEST_INSPECTION,Kiểm tra lối thoát hiểm trước khi tiếp tục.,Check the emergency exit before continuing.,core_standard,C0007,critical,"{""concept"": ""C0007""}",True,False,0.95,needs_domain_expert_review,True
OV2_000026,P000026,train,core,CORE_B_safety_general_07,safety_general,ASK_STATUS,Lối thoát hiểm đã được kiểm tra chưa?,Has the emergency exit been checked?,core_standard,C0007,critical,"{""concept"": ""C0007""}",True,False,0.95,needs_domain_expert_review,True
OV2_000027,P000027,train,core,CORE_C_safety_general_07,safety_general,REPORT_PROBLEM,Có vấn đề với lối thoát hiểm.,There is a problem with the emergency exit.,core_standard,C0007,critical,"{""concept"": ""C0007""}",True,False,0.95,needs_domain_expert_review,True
OV2_000028,P000028,train,core,CORE_D_safety_general_07,safety_general,REQUEST_INSPECTION,Kiểm tra lại lối thoát hiểm sau khi xử lý.,Recheck the emergency exit after corrective action.,core_standard,C0007,critical,"{""concept"": ""C0007""}",True,False,0.95,needs_domain_expert_review,True
OV2_000029,P000029,train,core,CORE_A_safety_general_08,safety_general,REQUEST_INSPECTION,Kiểm tra điểm tập kết trước khi tiếp tục.,Check the assembly point before continuing.,core_standard,C0008,high,"{""concept"": ""C0008""}",True,False,0.95,needs_domain_expert_review,True
OV2_000030,P000030,train,core,CORE_B_safety_general_08,safety_general,ASK_STATUS,Điểm tập kết đã được kiểm tra chưa?,Has the assembly point been checked?,core_standard,C0008,high,"{""concept"": ""C0008""}",True,False,0.95,needs_domain_expert_review,True
OV2_000031,P000031,train,core,CORE_C_safety_general_08,safety_general,REPORT_PROBLEM,Có vấn đề với điểm tập kết.,There is a problem with the assembly point.,core_standard,C0008,high,"{""concept"": ""C0008""}",True,False,0.95,needs_domain_expert_review,True
OV2_000032,P000032,train,core,CORE_D_safety_general_08,safety_general,REQUEST_INSPECTION,Kiểm tra lại điểm tập kết sau khi xử lý.,Recheck the assembly point after corrective action.,core_standard,C0008,high,"{""concept"": ""C0008""}",True,False,0.95,needs_domain_expert_review,True
OV2_000033,P000033,train,core,CORE_A_safety_general_09,safety_general,REQUEST_INSPECTION,Kiểm tra bình chữa cháy trước khi tiếp tục.,Check the fire extinguisher before continuing.,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000034,P000034,train,core,CORE_B_safety_general_09,safety_general,ASK_STATUS,Bình chữa cháy đã được kiểm tra chưa?,Has the fire extinguisher been checked?,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000035,P000035,train,core,CORE_C_safety_general_09,safety_general,REPORT_PROBLEM,Có vấn đề với bình chữa cháy.,There is a problem with the fire extinguisher.,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000036,P000036,train,core,CORE_D_safety_general_09,safety_general,REQUEST_INSPECTION,Kiểm tra lại bình chữa cháy sau khi xử lý.,Recheck the fire extinguisher after corrective action.,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000037,P000037,train,core,CORE_A_safety_general_10,safety_general,REQUEST_INSPECTION,Kiểm tra vùng nguy hiểm trước khi tiếp tục.,Check the hazard zone before continuing.,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,True
OV2_000038,P000038,train,core,CORE_B_safety_general_10,safety_general,ASK_STATUS,Vùng nguy hiểm đã được kiểm tra chưa?,Has the hazard zone been checked?,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,True
OV2_000039,P000039,test,core,CORE_C_safety_general_10,safety_general,REPORT_PROBLEM,Có vấn đề với vùng nguy hiểm.,There is a problem with the hazard zone.,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,False
OV2_000040,P000040,train,core,CORE_D_safety_general_10,safety_general,REQUEST_INSPECTION,Kiểm tra lại vùng nguy hiểm sau khi xử lý.,Recheck the hazard zone after corrective action.,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,True
OV2_000041,P000041,train,core,CORE_A_safety_general_11,safety_general,REQUEST_INSPECTION,Kiểm tra khu vực cấm trước khi tiếp tục.,Check the restricted area before continuing.,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,True
OV2_000042,P000042,test,core,CORE_B_safety_general_11,safety_general,ASK_STATUS,Khu vực cấm đã được kiểm tra chưa?,Has the restricted area been checked?,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,False
OV2_000043,P000043,train,core,CORE_C_safety_general_11,safety_general,REPORT_PROBLEM,Có vấn đề với khu vực cấm.,There is a problem with the restricted area.,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,True
OV2_000044,P000044,train,core,CORE_D_safety_general_11,safety_general,REQUEST_INSPECTION,Kiểm tra lại khu vực cấm sau khi xử lý.,Recheck the restricted area after corrective action.,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,True
OV2_000045,P000045,train,core,CORE_A_safety_general_12,safety_general,REQUEST_INSPECTION,Kiểm tra rào chắn trước khi tiếp tục.,Check the barricade before continuing.,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,True
OV2_000046,P000046,train,core,CORE_B_safety_general_12,safety_general,ASK_STATUS,Rào chắn đã được kiểm tra chưa?,Has the barricade been checked?,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,True
OV2_000047,P000047,train,core,CORE_C_safety_general_12,safety_general,REPORT_PROBLEM,Có vấn đề với rào chắn.,There is a problem with the barricade.,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,True
OV2_000048,P000048,dev,core,CORE_D_safety_general_12,safety_general,REQUEST_INSPECTION,Kiểm tra lại rào chắn sau khi xử lý.,Recheck the barricade after corrective action.,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,False
OV2_000049,P000049,train,core,CORE_A_safety_general_13,safety_general,REQUEST_INSPECTION,Kiểm tra biển cảnh báo trước khi tiếp tục.,Check the warning sign before continuing.,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,True
OV2_000050,P000050,train,core,CORE_B_safety_general_13,safety_general,ASK_STATUS,Biển cảnh báo đã được kiểm tra chưa?,Has the warning sign been checked?,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,True
OV2_000051,P000051,train,core,CORE_C_safety_general_13,safety_general,REPORT_PROBLEM,Có vấn đề với biển cảnh báo.,There is a problem with the warning sign.,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,True
OV2_000052,P000052,dev,core,CORE_D_safety_general_13,safety_general,REQUEST_INSPECTION,Kiểm tra lại biển cảnh báo sau khi xử lý.,Recheck the warning sign after corrective action.,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,False
OV2_000053,P000053,train,core,CORE_A_safety_general_14,safety_general,REQUEST_INSPECTION,Kiểm tra giấy phép làm việc trước khi tiếp tục.,Check the permit to work before continuing.,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,True
OV2_000054,P000054,test,core,CORE_B_safety_general_14,safety_general,ASK_STATUS,Giấy phép làm việc đã được kiểm tra chưa?,Has the permit to work been checked?,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,False
OV2_000055,P000055,train,core,CORE_C_safety_general_14,safety_general,REPORT_PROBLEM,Có vấn đề với giấy phép làm việc.,There is a problem with the permit to work.,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,True
OV2_000056,P000056,train,core,CORE_D_safety_general_14,safety_general,REQUEST_INSPECTION,Kiểm tra lại giấy phép làm việc sau khi xử lý.,Recheck the permit to work after corrective action.,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,True
OV2_000057,P000057,train,core,CORE_A_safety_general_15,safety_general,REQUEST_INSPECTION,Kiểm tra khóa cô lập năng lượng trước khi tiếp tục.,Check the lockout device before continuing.,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,True
OV2_000058,P000058,train,core,CORE_B_safety_general_15,safety_general,ASK_STATUS,Khóa cô lập năng lượng đã được kiểm tra chưa?,Has the lockout device been checked?,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,True
OV2_000059,P000059,test,core,CORE_C_safety_general_15,safety_general,REPORT_PROBLEM,Có vấn đề với khóa cô lập năng lượng.,There is a problem with the lockout device.,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,False
OV2_000060,P000060,train,core,CORE_D_safety_general_15,safety_general,REQUEST_INSPECTION,Kiểm tra lại khóa cô lập năng lượng sau khi xử lý.,Recheck the lockout device after corrective action.,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,True
OV2_000061,P000061,test,core,CORE_A_safety_general_16,safety_general,REQUEST_INSPECTION,Kiểm tra thẻ cảnh báo LOTO trước khi tiếp tục.,Check the tagout tag before continuing.,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,False
OV2_000062,P000062,train,core,CORE_B_safety_general_16,safety_general,ASK_STATUS,Thẻ cảnh báo loto đã được kiểm tra chưa?,Has the tagout tag been checked?,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,True
OV2_000063,P000063,train,core,CORE_C_safety_general_16,safety_general,REPORT_PROBLEM,Có vấn đề với thẻ cảnh báo LOTO.,There is a problem with the tagout tag.,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,True
OV2_000064,P000064,train,core,CORE_D_safety_general_16,safety_general,REQUEST_INSPECTION,Kiểm tra lại thẻ cảnh báo LOTO sau khi xử lý.,Recheck the tagout tag after corrective action.,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,True
OV2_000065,P000065,train,core,CORE_A_safety_general_00,safety_general,REQUEST_INSPECTION,Kiểm tra sơ cứu trước khi tiếp tục.,Check the first aid before continuing.,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,True
OV2_000066,P000066,dev,core,CORE_B_safety_general_00,safety_general,ASK_STATUS,Sơ cứu đã được kiểm tra chưa?,Has the first aid been checked?,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,False
OV2_000067,P000067,train,core,CORE_C_safety_general_00,safety_general,REPORT_PROBLEM,Có vấn đề với sơ cứu.,There is a problem with the first aid.,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,True
OV2_000068,P000068,train,core,CORE_D_safety_general_00,safety_general,REQUEST_INSPECTION,Kiểm tra lại sơ cứu sau khi xử lý.,Recheck the first aid after corrective action.,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,True
OV2_000069,P000069,test,core,CORE_A_safety_general_01,safety_general,REQUEST_INSPECTION,Kiểm tra cáng cứu thương trước khi tiếp tục.,Check the stretcher before continuing.,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,False
OV2_000070,P000070,train,core,CORE_B_safety_general_01,safety_general,ASK_STATUS,Cáng cứu thương đã được kiểm tra chưa?,Has the stretcher been checked?,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,True
OV2_000071,P000071,train,core,CORE_C_safety_general_01,safety_general,REPORT_PROBLEM,Có vấn đề với cáng cứu thương.,There is a problem with the stretcher.,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,True
OV2_000072,P000072,train,core,CORE_D_safety_general_01,safety_general,REQUEST_INSPECTION,Kiểm tra lại cáng cứu thương sau khi xử lý.,Recheck the stretcher after corrective action.,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,True
OV2_000073,P000073,train,core,CORE_A_fall_scaffold_02,fall_scaffold,REQUEST_INSPECTION,Kiểm tra dây đai toàn thân trước khi tiếp tục.,Check the full-body harness before continuing.,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,True
OV2_000074,P000074,train,core,CORE_B_fall_scaffold_02,fall_scaffold,ASK_STATUS,Dây đai toàn thân đã được kiểm tra chưa?,Has the full-body harness been checked?,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,True
OV2_000075,P000075,test,core,CORE_C_fall_scaffold_02,fall_scaffold,REPORT_PROBLEM,Có vấn đề với dây đai toàn thân.,There is a problem with the full-body harness.,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,False
OV2_000076,P000076,train,core,CORE_D_fall_scaffold_02,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại dây đai toàn thân sau khi xử lý.,Recheck the full-body harness after corrective action.,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,True
OV2_000077,P000077,train,core,CORE_A_fall_scaffold_03,fall_scaffold,REQUEST_INSPECTION,Kiểm tra dây cứu sinh trước khi tiếp tục.,Check the lifeline before continuing.,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000078,P000078,train,core,CORE_B_fall_scaffold_03,fall_scaffold,ASK_STATUS,Dây cứu sinh đã được kiểm tra chưa?,Has the lifeline been checked?,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000079,P000079,train,core,CORE_C_fall_scaffold_03,fall_scaffold,REPORT_PROBLEM,Có vấn đề với dây cứu sinh.,There is a problem with the lifeline.,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000080,P000080,train,core,CORE_D_fall_scaffold_03,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại dây cứu sinh sau khi xử lý.,Recheck the lifeline after corrective action.,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000081,P000081,train,core,CORE_A_fall_scaffold_04,fall_scaffold,REQUEST_INSPECTION,Kiểm tra móc an toàn trước khi tiếp tục.,Check the snap hook before continuing.,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,True
OV2_000082,P000082,train,core,CORE_B_fall_scaffold_04,fall_scaffold,ASK_STATUS,Móc an toàn đã được kiểm tra chưa?,Has the snap hook been checked?,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,True
OV2_000083,P000083,train,core,CORE_C_fall_scaffold_04,fall_scaffold,REPORT_PROBLEM,Có vấn đề với móc an toàn.,There is a problem with the snap hook.,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,True
OV2_000084,P000084,test,core,CORE_D_fall_scaffold_04,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại móc an toàn sau khi xử lý.,Recheck the snap hook after corrective action.,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,False
OV2_000085,P000085,train,core,CORE_A_fall_scaffold_05,fall_scaffold,REQUEST_INSPECTION,Kiểm tra điểm neo trước khi tiếp tục.,Check the anchorage point before continuing.,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000086,P000086,train,core,CORE_B_fall_scaffold_05,fall_scaffold,ASK_STATUS,Điểm neo đã được kiểm tra chưa?,Has the anchorage point been checked?,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000087,P000087,train,core,CORE_C_fall_scaffold_05,fall_scaffold,REPORT_PROBLEM,Có vấn đề với điểm neo.,There is a problem with the anchorage point.,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000088,P000088,train,core,CORE_D_fall_scaffold_05,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại điểm neo sau khi xử lý.,Recheck the anchorage point after corrective action.,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000089,P000089,train,core,CORE_A_fall_scaffold_06,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lan can bảo vệ trước khi tiếp tục.,Check the guardrail before continuing.,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000090,P000090,train,core,CORE_B_fall_scaffold_06,fall_scaffold,ASK_STATUS,Lan can bảo vệ đã được kiểm tra chưa?,Has the guardrail been checked?,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000091,P000091,train,core,CORE_C_fall_scaffold_06,fall_scaffold,REPORT_PROBLEM,Có vấn đề với lan can bảo vệ.,There is a problem with the guardrail.,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000092,P000092,train,core,CORE_D_fall_scaffold_06,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại lan can bảo vệ sau khi xử lý.,Recheck the guardrail after corrective action.,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000093,P000093,dev,core,CORE_A_fall_scaffold_07,fall_scaffold,REQUEST_INSPECTION,Kiểm tra tấm chắn chân trước khi tiếp tục.,Check the toe board before continuing.,core_standard,C0024,high,"{""concept"": ""C0024""}",True,False,0.95,needs_domain_expert_review,False
OV2_000094,P000094,train,core,CORE_B_fall_scaffold_07,fall_scaffold,ASK_STATUS,Tấm chắn chân đã được kiểm tra chưa?,Has the toe board been checked?,core_standard,C0024,high,"{""concept"": ""C0024""}",True,False,0.95,needs_domain_expert_review,True
OV2_000095,P000095,train,core,CORE_C_fall_scaffold_07,fall_scaffold,REPORT_PROBLEM,Có vấn đề với tấm chắn chân.,There is a problem with the toe board.,core_standard,C0024,high,"{""concept"": ""C0024""}",True,False,0.95,needs_domain_expert_review,True
OV2_000096,P000096,dev,core,CORE_D_fall_scaffold_07,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại tấm chắn chân sau khi xử lý.,Recheck the toe board after corrective action.,core_standard,C0024,high,"{""concept"": ""C0024""}",True,False,0.95,needs_domain_expert_review,False
OV2_000097,P000097,train,core,CORE_A_fall_scaffold_08,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lưới an toàn trước khi tiếp tục.,Check the safety net before continuing.,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,True
OV2_000098,P000098,train,core,CORE_B_fall_scaffold_08,fall_scaffold,ASK_STATUS,Lưới an toàn đã được kiểm tra chưa?,Has the safety net been checked?,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,True
OV2_000099,P000099,test,core,CORE_C_fall_scaffold_08,fall_scaffold,REPORT_PROBLEM,Có vấn đề với lưới an toàn.,There is a problem with the safety net.,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,False
OV2_000100,P000100,train,core,CORE_D_fall_scaffold_08,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại lưới an toàn sau khi xử lý.,Recheck the safety net after corrective action.,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,True
OV2_000101,P000101,train,core,CORE_A_fall_scaffold_09,fall_scaffold,REQUEST_INSPECTION,Kiểm tra giàn giáo trước khi tiếp tục.,Check the scaffold before continuing.,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000102,P000102,train,core,CORE_B_fall_scaffold_09,fall_scaffold,ASK_STATUS,Giàn giáo đã được kiểm tra chưa?,Has the scaffold been checked?,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000103,P000103,train,core,CORE_C_fall_scaffold_09,fall_scaffold,REPORT_PROBLEM,Có vấn đề với giàn giáo.,There is a problem with the scaffold.,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000104,P000104,train,core,CORE_D_fall_scaffold_09,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại giàn giáo sau khi xử lý.,Recheck the scaffold after corrective action.,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
