utterance_id,pair_id,split,tier,frame_pattern_id,domain,intent,vi,en,variant_type,canonical_id,risk_level,semantic_slots,synthetic,field_observed,quality_score,review_status,use_for_training
OV2_000033,P000033,train,core,CORE_A_safety_general_09,safety_general,REQUEST_INSPECTION,Kiểm tra bình chữa cháy trước khi tiếp tục.,Check the fire extinguisher before continuing.,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000034,P000034,train,core,CORE_B_safety_general_09,safety_general,ASK_STATUS,Bình chữa cháy đã được kiểm tra chưa?,Has the fire extinguisher been checked?,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000035,P000035,train,core,CORE_C_safety_general_09,safety_general,REPORT_PROBLEM,Có vấn đề với bình chữa cháy.,There is a problem with the fire extinguisher.,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000036,P000036,train,core,CORE_D_safety_general_09,safety_general,REQUEST_INSPECTION,Kiểm tra lại bình chữa cháy sau khi xử lý.,Recheck the fire extinguisher after corrective action.,core_standard,C0009,critical,"{""concept"": ""C0009""}",True,False,0.95,needs_domain_expert_review,True
OV2_000037,P000037,train,core,CORE_A_safety_general_10,safety_general,REQUEST_INSPECTION,Kiểm tra vùng nguy hiểm trước khi tiếp tục.,Check the hazard zone before continuing.,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,True
OV2_000038,P000038,train,core,CORE_B_safety_general_10,safety_general,ASK_STATUS,Vùng nguy hiểm đã được kiểm tra chưa?,Has the hazard zone been checked?,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,True
OV2_000040,P000040,train,core,CORE_D_safety_general_10,safety_general,REQUEST_INSPECTION,Kiểm tra lại vùng nguy hiểm sau khi xử lý.,Recheck the hazard zone after corrective action.,core_standard,C0010,critical,"{""concept"": ""C0010""}",True,False,0.95,needs_domain_expert_review,True
OV2_000041,P000041,train,core,CORE_A_safety_general_11,safety_general,REQUEST_INSPECTION,Kiểm tra khu vực cấm trước khi tiếp tục.,Check the restricted area before continuing.,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,True
OV2_000043,P000043,train,core,CORE_C_safety_general_11,safety_general,REPORT_PROBLEM,Có vấn đề với khu vực cấm.,There is a problem with the restricted area.,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,True
OV2_000044,P000044,train,core,CORE_D_safety_general_11,safety_general,REQUEST_INSPECTION,Kiểm tra lại khu vực cấm sau khi xử lý.,Recheck the restricted area after corrective action.,core_standard,C0011,high,"{""concept"": ""C0011""}",True,False,0.95,needs_domain_expert_review,True
OV2_000045,P000045,train,core,CORE_A_safety_general_12,safety_general,REQUEST_INSPECTION,Kiểm tra rào chắn trước khi tiếp tục.,Check the barricade before continuing.,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,True
OV2_000046,P000046,train,core,CORE_B_safety_general_12,safety_general,ASK_STATUS,Rào chắn đã được kiểm tra chưa?,Has the barricade been checked?,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,True
OV2_000047,P000047,train,core,CORE_C_safety_general_12,safety_general,REPORT_PROBLEM,Có vấn đề với rào chắn.,There is a problem with the barricade.,core_standard,C0012,high,"{""concept"": ""C0012""}",True,False,0.95,needs_domain_expert_review,True
OV2_000049,P000049,train,core,CORE_A_safety_general_13,safety_general,REQUEST_INSPECTION,Kiểm tra biển cảnh báo trước khi tiếp tục.,Check the warning sign before continuing.,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,True
OV2_000050,P000050,train,core,CORE_B_safety_general_13,safety_general,ASK_STATUS,Biển cảnh báo đã được kiểm tra chưa?,Has the warning sign been checked?,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,True
OV2_000051,P000051,train,core,CORE_C_safety_general_13,safety_general,REPORT_PROBLEM,Có vấn đề với biển cảnh báo.,There is a problem with the warning sign.,core_standard,C0013,high,"{""concept"": ""C0013""}",True,False,0.95,needs_domain_expert_review,True
OV2_000053,P000053,train,core,CORE_A_safety_general_14,safety_general,REQUEST_INSPECTION,Kiểm tra giấy phép làm việc trước khi tiếp tục.,Check the permit to work before continuing.,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,True
OV2_000055,P000055,train,core,CORE_C_safety_general_14,safety_general,REPORT_PROBLEM,Có vấn đề với giấy phép làm việc.,There is a problem with the permit to work.,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,True
OV2_000056,P000056,train,core,CORE_D_safety_general_14,safety_general,REQUEST_INSPECTION,Kiểm tra lại giấy phép làm việc sau khi xử lý.,Recheck the permit to work after corrective action.,core_standard,C0014,high,"{""concept"": ""C0014""}",True,False,0.95,needs_domain_expert_review,True
OV2_000057,P000057,train,core,CORE_A_safety_general_15,safety_general,REQUEST_INSPECTION,Kiểm tra khóa cô lập năng lượng trước khi tiếp tục.,Check the lockout device before continuing.,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,True
OV2_000058,P000058,train,core,CORE_B_safety_general_15,safety_general,ASK_STATUS,Khóa cô lập năng lượng đã được kiểm tra chưa?,Has the lockout device been checked?,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,True
OV2_000060,P000060,train,core,CORE_D_safety_general_15,safety_general,REQUEST_INSPECTION,Kiểm tra lại khóa cô lập năng lượng sau khi xử lý.,Recheck the lockout device after corrective action.,core_standard,C0015,critical,"{""concept"": ""C0015""}",True,False,0.95,needs_domain_expert_review,True
OV2_000062,P000062,train,core,CORE_B_safety_general_16,safety_general,ASK_STATUS,Thẻ cảnh báo loto đã được kiểm tra chưa?,Has the tagout tag been checked?,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,True
OV2_000063,P000063,train,core,CORE_C_safety_general_16,safety_general,REPORT_PROBLEM,Có vấn đề với thẻ cảnh báo LOTO.,There is a problem with the tagout tag.,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,True
OV2_000064,P000064,train,core,CORE_D_safety_general_16,safety_general,REQUEST_INSPECTION,Kiểm tra lại thẻ cảnh báo LOTO sau khi xử lý.,Recheck the tagout tag after corrective action.,core_standard,C0016,critical,"{""concept"": ""C0016""}",True,False,0.95,needs_domain_expert_review,True
OV2_000065,P000065,train,core,CORE_A_safety_general_00,safety_general,REQUEST_INSPECTION,Kiểm tra sơ cứu trước khi tiếp tục.,Check the first aid before continuing.,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,True
OV2_000067,P000067,train,core,CORE_C_safety_general_00,safety_general,REPORT_PROBLEM,Có vấn đề với sơ cứu.,There is a problem with the first aid.,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,True
OV2_000068,P000068,train,core,CORE_D_safety_general_00,safety_general,REQUEST_INSPECTION,Kiểm tra lại sơ cứu sau khi xử lý.,Recheck the first aid after corrective action.,core_standard,C0017,critical,"{""concept"": ""C0017""}",True,False,0.95,needs_domain_expert_review,True
OV2_000070,P000070,train,core,CORE_B_safety_general_01,safety_general,ASK_STATUS,Cáng cứu thương đã được kiểm tra chưa?,Has the stretcher been checked?,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,True
OV2_000071,P000071,train,core,CORE_C_safety_general_01,safety_general,REPORT_PROBLEM,Có vấn đề với cáng cứu thương.,There is a problem with the stretcher.,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,True
OV2_000072,P000072,train,core,CORE_D_safety_general_01,safety_general,REQUEST_INSPECTION,Kiểm tra lại cáng cứu thương sau khi xử lý.,Recheck the stretcher after corrective action.,core_standard,C0018,critical,"{""concept"": ""C0018""}",True,False,0.95,needs_domain_expert_review,True
OV2_000073,P000073,train,core,CORE_A_fall_scaffold_02,fall_scaffold,REQUEST_INSPECTION,Kiểm tra dây đai toàn thân trước khi tiếp tục.,Check the full-body harness before continuing.,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,True
OV2_000074,P000074,train,core,CORE_B_fall_scaffold_02,fall_scaffold,ASK_STATUS,Dây đai toàn thân đã được kiểm tra chưa?,Has the full-body harness been checked?,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,True
OV2_000076,P000076,train,core,CORE_D_fall_scaffold_02,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại dây đai toàn thân sau khi xử lý.,Recheck the full-body harness after corrective action.,core_standard,C0019,critical,"{""concept"": ""C0019""}",True,False,0.95,needs_domain_expert_review,True
OV2_000077,P000077,train,core,CORE_A_fall_scaffold_03,fall_scaffold,REQUEST_INSPECTION,Kiểm tra dây cứu sinh trước khi tiếp tục.,Check the lifeline before continuing.,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000078,P000078,train,core,CORE_B_fall_scaffold_03,fall_scaffold,ASK_STATUS,Dây cứu sinh đã được kiểm tra chưa?,Has the lifeline been checked?,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000079,P000079,train,core,CORE_C_fall_scaffold_03,fall_scaffold,REPORT_PROBLEM,Có vấn đề với dây cứu sinh.,There is a problem with the lifeline.,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000080,P000080,train,core,CORE_D_fall_scaffold_03,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại dây cứu sinh sau khi xử lý.,Recheck the lifeline after corrective action.,core_standard,C0020,critical,"{""concept"": ""C0020""}",True,False,0.95,needs_domain_expert_review,True
OV2_000081,P000081,train,core,CORE_A_fall_scaffold_04,fall_scaffold,REQUEST_INSPECTION,Kiểm tra móc an toàn trước khi tiếp tục.,Check the snap hook before continuing.,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,True
OV2_000082,P000082,train,core,CORE_B_fall_scaffold_04,fall_scaffold,ASK_STATUS,Móc an toàn đã được kiểm tra chưa?,Has the snap hook been checked?,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,True
OV2_000083,P000083,train,core,CORE_C_fall_scaffold_04,fall_scaffold,REPORT_PROBLEM,Có vấn đề với móc an toàn.,There is a problem with the snap hook.,core_standard,C0021,critical,"{""concept"": ""C0021""}",True,False,0.95,needs_domain_expert_review,True
OV2_000085,P000085,train,core,CORE_A_fall_scaffold_05,fall_scaffold,REQUEST_INSPECTION,Kiểm tra điểm neo trước khi tiếp tục.,Check the anchorage point before continuing.,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000086,P000086,train,core,CORE_B_fall_scaffold_05,fall_scaffold,ASK_STATUS,Điểm neo đã được kiểm tra chưa?,Has the anchorage point been checked?,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000087,P000087,train,core,CORE_C_fall_scaffold_05,fall_scaffold,REPORT_PROBLEM,Có vấn đề với điểm neo.,There is a problem with the anchorage point.,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000088,P000088,train,core,CORE_D_fall_scaffold_05,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại điểm neo sau khi xử lý.,Recheck the anchorage point after corrective action.,core_standard,C0022,critical,"{""concept"": ""C0022""}",True,False,0.95,needs_domain_expert_review,True
OV2_000089,P000089,train,core,CORE_A_fall_scaffold_06,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lan can bảo vệ trước khi tiếp tục.,Check the guardrail before continuing.,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000090,P000090,train,core,CORE_B_fall_scaffold_06,fall_scaffold,ASK_STATUS,Lan can bảo vệ đã được kiểm tra chưa?,Has the guardrail been checked?,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000091,P000091,train,core,CORE_C_fall_scaffold_06,fall_scaffold,REPORT_PROBLEM,Có vấn đề với lan can bảo vệ.,There is a problem with the guardrail.,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000092,P000092,train,core,CORE_D_fall_scaffold_06,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại lan can bảo vệ sau khi xử lý.,Recheck the guardrail after corrective action.,core_standard,C0023,critical,"{""concept"": ""C0023""}",True,False,0.95,needs_domain_expert_review,True
OV2_000094,P000094,train,core,CORE_B_fall_scaffold_07,fall_scaffold,ASK_STATUS,Tấm chắn chân đã được kiểm tra chưa?,Has the toe board been checked?,core_standard,C0024,high,"{""concept"": ""C0024""}",True,False,0.95,needs_domain_expert_review,True
OV2_000095,P000095,train,core,CORE_C_fall_scaffold_07,fall_scaffold,REPORT_PROBLEM,Có vấn đề với tấm chắn chân.,There is a problem with the toe board.,core_standard,C0024,high,"{""concept"": ""C0024""}",True,False,0.95,needs_domain_expert_review,True
OV2_000097,P000097,train,core,CORE_A_fall_scaffold_08,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lưới an toàn trước khi tiếp tục.,Check the safety net before continuing.,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,True
OV2_000098,P000098,train,core,CORE_B_fall_scaffold_08,fall_scaffold,ASK_STATUS,Lưới an toàn đã được kiểm tra chưa?,Has the safety net been checked?,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,True
OV2_000100,P000100,train,core,CORE_D_fall_scaffold_08,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại lưới an toàn sau khi xử lý.,Recheck the safety net after corrective action.,core_standard,C0025,critical,"{""concept"": ""C0025""}",True,False,0.95,needs_domain_expert_review,True
OV2_000101,P000101,train,core,CORE_A_fall_scaffold_09,fall_scaffold,REQUEST_INSPECTION,Kiểm tra giàn giáo trước khi tiếp tục.,Check the scaffold before continuing.,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000102,P000102,train,core,CORE_B_fall_scaffold_09,fall_scaffold,ASK_STATUS,Giàn giáo đã được kiểm tra chưa?,Has the scaffold been checked?,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000103,P000103,train,core,CORE_C_fall_scaffold_09,fall_scaffold,REPORT_PROBLEM,Có vấn đề với giàn giáo.,There is a problem with the scaffold.,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000104,P000104,train,core,CORE_D_fall_scaffold_09,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại giàn giáo sau khi xử lý.,Recheck the scaffold after corrective action.,core_standard,C0026,critical,"{""concept"": ""C0026""}",True,False,0.95,needs_domain_expert_review,True
OV2_000105,P000105,train,core,CORE_A_fall_scaffold_10,fall_scaffold,REQUEST_INSPECTION,Kiểm tra sàn công tác trước khi tiếp tục.,Check the work platform before continuing.,core_standard,C0027,critical,"{""concept"": ""C0027""}",True,False,0.95,needs_domain_expert_review,True
OV2_000106,P000106,train,core,CORE_B_fall_scaffold_10,fall_scaffold,ASK_STATUS,Sàn công tác đã được kiểm tra chưa?,Has the work platform been checked?,core_standard,C0027,critical,"{""concept"": ""C0027""}",True,False,0.95,needs_domain_expert_review,True
OV2_000107,P000107,train,core,CORE_C_fall_scaffold_10,fall_scaffold,REPORT_PROBLEM,Có vấn đề với sàn công tác.,There is a problem with the work platform.,core_standard,C0027,critical,"{""concept"": ""C0027""}",True,False,0.95,needs_domain_expert_review,True
OV2_000108,P000108,train,core,CORE_D_fall_scaffold_10,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại sàn công tác sau khi xử lý.,Recheck the work platform after corrective action.,core_standard,C0027,critical,"{""concept"": ""C0027""}",True,False,0.95,needs_domain_expert_review,True
OV2_000109,P000109,train,core,CORE_A_fall_scaffold_11,fall_scaffold,REQUEST_INSPECTION,Kiểm tra thang tiếp cận trước khi tiếp tục.,Check the access ladder before continuing.,core_standard,C0028,high,"{""concept"": ""C0028""}",True,False,0.95,needs_domain_expert_review,True
OV2_000110,P000110,train,core,CORE_B_fall_scaffold_11,fall_scaffold,ASK_STATUS,Thang tiếp cận đã được kiểm tra chưa?,Has the access ladder been checked?,core_standard,C0028,high,"{""concept"": ""C0028""}",True,False,0.95,needs_domain_expert_review,True
OV2_000111,P000111,train,core,CORE_C_fall_scaffold_11,fall_scaffold,REPORT_PROBLEM,Có vấn đề với thang tiếp cận.,There is a problem with the access ladder.,core_standard,C0028,high,"{""concept"": ""C0028""}",True,False,0.95,needs_domain_expert_review,True
OV2_000112,P000112,train,core,CORE_D_fall_scaffold_11,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại thang tiếp cận sau khi xử lý.,Recheck the access ladder after corrective action.,core_standard,C0028,high,"{""concept"": ""C0028""}",True,False,0.95,needs_domain_expert_review,True
OV2_000113,P000113,train,core,CORE_A_fall_scaffold_12,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lỗ mở sàn trước khi tiếp tục.,Check the floor opening before continuing.,core_standard,C0029,critical,"{""concept"": ""C0029""}",True,False,0.95,needs_domain_expert_review,True
OV2_000115,P000115,train,core,CORE_C_fall_scaffold_12,fall_scaffold,REPORT_PROBLEM,Có vấn đề với lỗ mở sàn.,There is a problem with the floor opening.,core_standard,C0029,critical,"{""concept"": ""C0029""}",True,False,0.95,needs_domain_expert_review,True
OV2_000116,P000116,train,core,CORE_D_fall_scaffold_12,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại lỗ mở sàn sau khi xử lý.,Recheck the floor opening after corrective action.,core_standard,C0029,critical,"{""concept"": ""C0029""}",True,False,0.95,needs_domain_expert_review,True
OV2_000117,P000117,train,core,CORE_A_fall_scaffold_13,fall_scaffold,REQUEST_INSPECTION,Kiểm tra mép sàn hở trước khi tiếp tục.,Check the unprotected edge before continuing.,core_standard,C0030,critical,"{""concept"": ""C0030""}",True,False,0.95,needs_domain_expert_review,True
OV2_000118,P000118,train,core,CORE_B_fall_scaffold_13,fall_scaffold,ASK_STATUS,Mép sàn hở đã được kiểm tra chưa?,Has the unprotected edge been checked?,core_standard,C0030,critical,"{""concept"": ""C0030""}",True,False,0.95,needs_domain_expert_review,True
OV2_000119,P000119,train,core,CORE_C_fall_scaffold_13,fall_scaffold,REPORT_PROBLEM,Có vấn đề với mép sàn hở.,There is a problem with the unprotected edge.,core_standard,C0030,critical,"{""concept"": ""C0030""}",True,False,0.95,needs_domain_expert_review,True
OV2_000120,P000120,train,core,CORE_D_fall_scaffold_13,fall_scaffold,REQUEST_INSPECTION,Kiểm tra lại mép sàn hở sau khi xử lý.,Recheck the unprotected edge after corrective action.,core_standard,C0030,critical,"{""concept"": ""C0030""}",True,False,0.95,needs_domain_expert_review,True
OV2_000121,P000121,train,core,CORE_A_fall_scaffold_14,fall_scaffold,REQUEST_INSPECTION,Kiểm tra mặt bằng làm việc trên cao trước khi tiếp tục.,Check the elevated work area before continuing.,core_standard,C0031,critical,"{""concept"": ""C0031""}",True,False,0.95,needs_domain_expert_review,True
OV2_000122,P000122,train,core,CORE_B_fall_scaffold_14,fall_scaffold,ASK_STATUS,Mặt bằng làm việc trên cao đã được kiểm tra chưa?,Has the elevated work area been checked?,core_standard,C0031,critical,"{""concept"": ""C0031""}",True,False,0.95,needs_domain_expert_review,True
