canonical_id,domain,surface_form,surface_type,normalized_vi,synthetic,review_status
C0012,safety_general,rào chắn,standard,rào chắn,True,needs_domain_expert_review
C0012,safety_general,barie,alias_or_site_slang,rào chắn,True,needs_site_review
C0012,safety_general,hàng rào tạm,alias_or_site_slang,rào chắn,True,needs_site_review
C0013,safety_general,biển cảnh báo,standard,biển cảnh báo,True,needs_domain_expert_review
C0013,safety_general,biển nguy hiểm,alias_or_site_slang,biển cảnh báo,True,needs_site_review
C0014,safety_general,giấy phép làm việc,standard,giấy phép làm việc,True,needs_domain_expert_review
C0014,safety_general,work permit,alias_or_site_slang,giấy phép làm việc,True,needs_site_review
C0014,safety_general,PTW,alias_or_site_slang,giấy phép làm việc,True,needs_site_review
C0015,safety_general,khóa cô lập năng lượng,standard,khóa cô lập năng lượng,True,needs_domain_expert_review
C0015,safety_general,khóa LOTO,alias_or_site_slang,khóa cô lập năng lượng,True,needs_site_review
C0016,safety_general,thẻ cảnh báo LOTO,standard,thẻ cảnh báo LOTO,True,needs_domain_expert_review
C0016,safety_general,thẻ LOTO,alias_or_site_slang,thẻ cảnh báo LOTO,True,needs_site_review
C0017,safety_general,sơ cứu,standard,sơ cứu,True,needs_domain_expert_review
C0018,safety_general,cáng cứu thương,standard,cáng cứu thương,True,needs_domain_expert_review
C0018,safety_general,cáng,alias_or_site_slang,cáng cứu thương,True,needs_site_review
C0019,fall_scaffold,dây đai toàn thân,standard,dây đai toàn thân,True,needs_domain_expert_review
C0019,fall_scaffold,dây an toàn,alias_or_site_slang,dây đai toàn thân,True,needs_site_review
C0019,fall_scaffold,dây đai an toàn,alias_or_site_slang,dây đai toàn thân,True,needs_site_review
C0020,fall_scaffold,dây cứu sinh,standard,dây cứu sinh,True,needs_domain_expert_review
C0020,fall_scaffold,dây lifeline,alias_or_site_slang,dây cứu sinh,True,needs_site_review
C0021,fall_scaffold,móc an toàn,standard,móc an toàn,True,needs_domain_expert_review
C0021,fall_scaffold,móc dây an toàn,alias_or_site_slang,móc an toàn,True,needs_site_review
C0022,fall_scaffold,điểm neo,standard,điểm neo,True,needs_domain_expert_review
C0022,fall_scaffold,điểm móc neo,alias_or_site_slang,điểm neo,True,needs_site_review
C0023,fall_scaffold,lan can bảo vệ,standard,lan can bảo vệ,True,needs_domain_expert_review
C0023,fall_scaffold,lan can an toàn,alias_or_site_slang,lan can bảo vệ,True,needs_site_review
C0024,fall_scaffold,tấm chắn chân,standard,tấm chắn chân,True,needs_domain_expert_review
C0024,fall_scaffold,ván chắn chân,alias_or_site_slang,tấm chắn chân,True,needs_site_review
C0025,fall_scaffold,lưới an toàn,standard,lưới an toàn,True,needs_domain_expert_review
C0025,fall_scaffold,lưới hứng,alias_or_site_slang,lưới an toàn,True,needs_site_review
C0026,fall_scaffold,giàn giáo,standard,giàn giáo,True,needs_domain_expert_review
C0026,fall_scaffold,dàn giáo,alias_or_site_slang,giàn giáo,True,needs_site_review
C0027,fall_scaffold,sàn công tác,standard,sàn công tác,True,needs_domain_expert_review
C0027,fall_scaffold,mâm giàn giáo,alias_or_site_slang,sàn công tác,True,needs_site_review
C0027,fall_scaffold,platform,alias_or_site_slang,sàn công tác,True,needs_site_review
C0028,fall_scaffold,thang tiếp cận,standard,thang tiếp cận,True,needs_domain_expert_review
C0028,fall_scaffold,thang lên xuống,alias_or_site_slang,thang tiếp cận,True,needs_site_review
C0029,fall_scaffold,lỗ mở sàn,standard,lỗ mở sàn,True,needs_domain_expert_review
C0029,fall_scaffold,lỗ sàn,alias_or_site_slang,lỗ mở sàn,True,needs_site_review
C0030,fall_scaffold,mép sàn hở,standard,mép sàn hở,True,needs_domain_expert_review
C0030,fall_scaffold,mép hở,alias_or_site_slang,mép sàn hở,True,needs_site_review
C0031,fall_scaffold,mặt bằng làm việc trên cao,standard,mặt bằng làm việc trên cao,True,needs_domain_expert_review
C0031,fall_scaffold,khu vực trên cao,alias_or_site_slang,mặt bằng làm việc trên cao,True,needs_site_review
C0032,fall_scaffold,thẻ giàn giáo,standard,thẻ giàn giáo,True,needs_domain_expert_review
C0032,fall_scaffold,thẻ scaffold,alias_or_site_slang,thẻ giàn giáo,True,needs_site_review
C0033,fall_scaffold,chân kích giàn giáo,standard,chân kích giàn giáo,True,needs_domain_expert_review
C0033,fall_scaffold,chân kích,alias_or_site_slang,chân kích giàn giáo,True,needs_site_review
C0034,fall_scaffold,giằng chéo,standard,giằng chéo,True,needs_domain_expert_review
C0034,fall_scaffold,giằng chéo giàn giáo,alias_or_site_slang,giằng chéo,True,needs_site_review
C0035,fall_scaffold,ván sàn giàn giáo,standard,ván sàn giàn giáo,True,needs_domain_expert_review
C0035,fall_scaffold,ván sàn,alias_or_site_slang,ván sàn giàn giáo,True,needs_site_review
C0036,fall_scaffold,điểm buộc giàn giáo,standard,điểm buộc giàn giáo,True,needs_domain_expert_review
C0036,fall_scaffold,điểm neo giàn giáo,alias_or_site_slang,điểm buộc giàn giáo,True,needs_site_review
C0037,excavation,hố đào,standard,hố đào,True,needs_domain_expert_review
C0037,excavation,hố móng,alias_or_site_slang,hố đào,True,needs_site_review
C0038,excavation,rãnh đào,standard,rãnh đào,True,needs_domain_expert_review
C0038,excavation,rãnh,alias_or_site_slang,rãnh đào,True,needs_site_review
C0039,excavation,mép hố đào,standard,mép hố đào,True,needs_domain_expert_review
C0039,excavation,mép hố,alias_or_site_slang,mép hố đào,True,needs_site_review
C0040,excavation,thành hố đào,standard,thành hố đào,True,needs_domain_expert_review
C0040,excavation,thành hố,alias_or_site_slang,thành hố đào,True,needs_site_review
C0041,excavation,chống vách,standard,chống vách,True,needs_domain_expert_review
C0041,excavation,hệ chống vách,alias_or_site_slang,chống vách,True,needs_site_review
C0042,excavation,hộp chống sập,standard,hộp chống sập,True,needs_domain_expert_review
C0042,excavation,trench box,alias_or_site_slang,hộp chống sập,True,needs_site_review
C0042,excavation,hộp chống hố,alias_or_site_slang,hộp chống sập,True,needs_site_review
C0043,excavation,taluy bậc,standard,taluy bậc,True,needs_domain_expert_review
C0043,excavation,đào giật cấp,alias_or_site_slang,taluy bậc,True,needs_site_review
C0044,excavation,taluy dốc,standard,taluy dốc,True,needs_domain_expert_review
C0044,excavation,đào mái dốc,alias_or_site_slang,taluy dốc,True,needs_site_review
C0045,excavation,đất đào,standard,đất đào,True,needs_domain_expert_review
C0045,excavation,đất thải,alias_or_site_slang,đất đào,True,needs_site_review
C0046,excavation,sạt lở,standard,sạt lở,True,needs_domain_expert_review
C0046,excavation,sạt hố,alias_or_site_slang,sạt lở,True,needs_site_review
C0046,excavation,sập thành hố,alias_or_site_slang,sạt lở,True,needs_site_review
C0047,excavation,nước đọng trong hố,standard,nước đọng trong hố,True,needs_domain_expert_review
C0047,excavation,nước trong hố,alias_or_site_slang,nước đọng trong hố,True,needs_site_review
C0048,excavation,khí quyển nguy hiểm,standard,khí quyển nguy hiểm,True,needs_domain_expert_review
C0048,excavation,khí độc trong hố,alias_or_site_slang,khí quyển nguy hiểm,True,needs_site_review
C0049,excavation,đường điện ngầm,standard,đường điện ngầm,True,needs_domain_expert_review
C0049,excavation,cáp điện ngầm,alias_or_site_slang,đường điện ngầm,True,needs_site_review
C0050,excavation,đường ống ngầm,standard,đường ống ngầm,True,needs_domain_expert_review
C0050,excavation,utility ngầm,alias_or_site_slang,đường ống ngầm,True,needs_site_review
C0051,excavation,thang xuống hố,standard,thang xuống hố,True,needs_domain_expert_review
C0051,excavation,thang hố đào,alias_or_site_slang,thang xuống hố,True,needs_site_review
C0052,excavation,lối ra vào hố,standard,lối ra vào hố,True,needs_domain_expert_review
C0052,excavation,lối xuống hố,alias_or_site_slang,lối ra vào hố,True,needs_site_review
C0053,excavation,máy bơm thoát nước,standard,máy bơm thoát nước,True,needs_domain_expert_review
C0053,excavation,bơm hố móng,alias_or_site_slang,máy bơm thoát nước,True,needs_site_review
C0054,excavation,cọc chống,standard,cọc chống,True,needs_domain_expert_review
C0054,excavation,cọc chống vách,alias_or_site_slang,cọc chống,True,needs_site_review
C0055,concrete_rebar_formwork,bê tông,standard,bê tông,True,needs_domain_expert_review
C0056,concrete_rebar_formwork,bê tông tươi,standard,bê tông tươi,True,needs_domain_expert_review
C0056,concrete_rebar_formwork,bê tông thương phẩm,alias_or_site_slang,bê tông tươi,True,needs_site_review
C0057,concrete_rebar_formwork,cốt thép,standard,cốt thép,True,needs_domain_expert_review
C0057,concrete_rebar_formwork,thép cốt,alias_or_site_slang,cốt thép,True,needs_site_review
C0058,concrete_rebar_formwork,thanh cốt thép,standard,thanh cốt thép,True,needs_domain_expert_review
C0058,concrete_rebar_formwork,thép cây,alias_or_site_slang,thanh cốt thép,True,needs_site_review
C0059,concrete_rebar_formwork,cốp pha,standard,cốp pha,True,needs_domain_expert_review
C0059,concrete_rebar_formwork,cốt pha,alias_or_site_slang,cốp pha,True,needs_site_review
C0059,concrete_rebar_formwork,ván khuôn,alias_or_site_slang,cốp pha,True,needs_site_review
C0060,concrete_rebar_formwork,cây chống,standard,cây chống,True,needs_domain_expert_review
C0060,concrete_rebar_formwork,cột chống,alias_or_site_slang,cây chống,True,needs_site_review
C0061,concrete_rebar_formwork,chống lại,standard,chống lại,True,needs_domain_expert_review
C0061,concrete_rebar_formwork,cây chống lại,alias_or_site_slang,chống lại,True,needs_site_review
C0062,concrete_rebar_formwork,dầm,standard,dầm,True,needs_domain_expert_review
C0063,concrete_rebar_formwork,cột,standard,cột,True,needs_domain_expert_review
C0064,concrete_rebar_formwork,sàn bê tông,standard,sàn bê tông,True,needs_domain_expert_review
C0064,concrete_rebar_formwork,sàn,alias_or_site_slang,sàn bê tông,True,needs_site_review
C0065,concrete_rebar_formwork,móng,standard,móng,True,needs_domain_expert_review
C0065,concrete_rebar_formwork,móng công trình,alias_or_site_slang,móng,True,needs_site_review
C0066,concrete_rebar_formwork,lớp bê tông bảo vệ,standard,lớp bê tông bảo vệ,True,needs_domain_expert_review
C0066,concrete_rebar_formwork,lớp bảo vệ,alias_or_site_slang,lớp bê tông bảo vệ,True,needs_site_review
C0067,concrete_rebar_formwork,cao độ đổ bê tông,standard,cao độ đổ bê tông,True,needs_domain_expert_review
C0067,concrete_rebar_formwork,cao độ bê tông,alias_or_site_slang,cao độ đổ bê tông,True,needs_site_review
C0068,concrete_rebar_formwork,mạch ngừng,standard,mạch ngừng,True,needs_domain_expert_review
C0068,concrete_rebar_formwork,mạch ngừng bê tông,alias_or_site_slang,mạch ngừng,True,needs_site_review
C0069,concrete_rebar_formwork,máy đầm dùi,standard,máy đầm dùi,True,needs_domain_expert_review
C0069,concrete_rebar_formwork,đầm dùi,alias_or_site_slang,máy đầm dùi,True,needs_site_review
C0070,concrete_rebar_formwork,máy bơm bê tông,standard,máy bơm bê tông,True,needs_domain_expert_review
C0070,concrete_rebar_formwork,bơm bê tông,alias_or_site_slang,máy bơm bê tông,True,needs_site_review
C0071,concrete_rebar_formwork,ống bơm bê tông,standard,ống bơm bê tông,True,needs_domain_expert_review
C0071,concrete_rebar_formwork,ống bơm,alias_or_site_slang,ống bơm bê tông,True,needs_site_review
C0072,concrete_rebar_formwork,con kê bê tông,standard,con kê bê tông,True,needs_domain_expert_review
C0072,concrete_rebar_formwork,con kê,alias_or_site_slang,con kê bê tông,True,needs_site_review
C0073,lifting_rigging,cần cẩu,standard,cần cẩu,True,needs_domain_expert_review
C0073,lifting_rigging,cẩu,alias_or_site_slang,cần cẩu,True,needs_site_review
C0074,lifting_rigging,cần chính,standard,cần chính,True,needs_domain_expert_review
C0074,lifting_rigging,cần boom,alias_or_site_slang,cần chính,True,needs_site_review
C0075,lifting_rigging,móc cẩu,standard,móc cẩu,True,needs_domain_expert_review
C0075,lifting_rigging,móc,alias_or_site_slang,móc cẩu,True,needs_site_review
C0076,lifting_rigging,dây cẩu,standard,dây cẩu,True,needs_domain_expert_review
C0076,lifting_rigging,sling,alias_or_site_slang,dây cẩu,True,needs_site_review
C0076,lifting_rigging,dây sling,alias_or_site_slang,dây cẩu,True,needs_site_review
C0077,lifting_rigging,cáp thép,standard,cáp thép,True,needs_domain_expert_review
C0077,lifting_rigging,cáp cẩu,alias_or_site_slang,cáp thép,True,needs_site_review
C0078,lifting_rigging,ma ní,standard,ma ní,True,needs_domain_expert_review
C0078,lifting_rigging,shackle,alias_or_site_slang,ma ní,True,needs_site_review
C0078,lifting_rigging,ma ni,alias_or_site_slang,ma ní,True,needs_site_review
C0079,lifting_rigging,pa lăng,standard,pa lăng,True,needs_domain_expert_review
C0079,lifting_rigging,palang,alias_or_site_slang,pa lăng,True,needs_site_review
C0080,lifting_rigging,chân chống cẩu,standard,chân chống cẩu,True,needs_domain_expert_review
C0080,lifting_rigging,chân chống,alias_or_site_slang,chân chống cẩu,True,needs_site_review
C0081,lifting_rigging,tải treo,standard,tải treo,True,needs_domain_expert_review
C0081,lifting_rigging,hàng treo,alias_or_site_slang,tải treo,True,needs_site_review
C0082,lifting_rigging,bán kính quay,standard,bán kính quay,True,needs_domain_expert_review
C0082,lifting_rigging,vùng quay đuôi,alias_or_site_slang,bán kính quay,True,needs_site_review
C0083,lifting_rigging,người báo hiệu,standard,người báo hiệu,True,needs_domain_expert_review
C0083,lifting_rigging,signalman,alias_or_site_slang,người báo hiệu,True,needs_site_review
C0083,lifting_rigging,người xi nhan,alias_or_site_slang,người báo hiệu,True,needs_site_review
C0084,lifting_rigging,người móc cẩu,standard,người móc cẩu,True,needs_domain_expert_review
C0084,lifting_rigging,thợ rigging,alias_or_site_slang,người móc cẩu,True,needs_site_review
C0085,lifting_rigging,góc dây cẩu,standard,góc dây cẩu,True,needs_domain_expert_review
C0085,lifting_rigging,góc sling,alias_or_site_slang,góc dây cẩu,True,needs_site_review
C0086,lifting_rigging,tải trọng làm việc an toàn,standard,tải trọng làm việc an toàn,True,needs_domain_expert_review
C0086,lifting_rigging,SWL,alias_or_site_slang,tải trọng làm việc an toàn,True,needs_site_review
C0087,lifting_rigging,tải trọng định mức,standard,tải trọng định mức,True,needs_domain_expert_review
C0087,lifting_rigging,rated capacity,alias_or_site_slang,tải trọng định mức,True,needs_site_review
C0088,lifting_rigging,điểm nâng,standard,điểm nâng,True,needs_domain_expert_review
C0088,lifting_rigging,tai cẩu,alias_or_site_slang,điểm nâng,True,needs_site_review
C0089,lifting_rigging,thanh cân bằng,standard,thanh cân bằng,True,needs_domain_expert_review
C0089,lifting_rigging,spreader,alias_or_site_slang,thanh cân bằng,True,needs_site_review
C0090,lifting_rigging,dây điều hướng,standard,dây điều hướng,True,needs_domain_expert_review
C0090,lifting_rigging,dây lái tải,alias_or_site_slang,dây điều hướng,True,needs_site_review
C0091,heavy_equipment,máy xúc,standard,máy xúc,True,needs_domain_expert_review
C0091,heavy_equipment,xe cuốc,alias_or_site_slang,máy xúc,True,needs_site_review
C0092,heavy_equipment,máy ủi,standard,máy ủi,True,needs_domain_expert_review
C0092,heavy_equipment,xe ủi,alias_or_site_slang,máy ủi,True,needs_site_review
C0093,heavy_equipment,xe nâng,standard,xe nâng,True,needs_domain_expert_review
C0093,heavy_equipment,forklift,alias_or_site_slang,xe nâng,True,needs_site_review
C0094,heavy_equipment,xe ben,standard,xe ben,True,needs_domain_expert_review
C0094,heavy_equipment,xe tải ben,alias_or_site_slang,xe ben,True,needs_site_review
C0095,heavy_equipment,xe lu,standard,xe lu,True,needs_domain_expert_review
C0095,heavy_equipment,máy lu,alias_or_site_slang,xe lu,True,needs_site_review
C0096,heavy_equipment,máy san,standard,máy san,True,needs_domain_expert_review
C0096,heavy_equipment,grader,alias_or_site_slang,máy san,True,needs_site_review
C0097,heavy_equipment,máy đào bánh lốp,standard,máy đào bánh lốp,True,needs_domain_expert_review
C0098,heavy_equipment,máy đào bánh xích,standard,máy đào bánh xích,True,needs_domain_expert_review
C0099,heavy_equipment,gầu xúc,standard,gầu xúc,True,needs_domain_expert_review
C0099,heavy_equipment,gầu,alias_or_site_slang,gầu xúc,True,needs_site_review
C0100,heavy_equipment,lưỡi ủi,standard,lưỡi ủi,True,needs_domain_expert_review
C0100,heavy_equipment,lưỡi ben,alias_or_site_slang,lưỡi ủi,True,needs_site_review
C0101,heavy_equipment,còi lùi,standard,còi lùi,True,needs_domain_expert_review
C0101,heavy_equipment,còi báo lùi,alias_or_site_slang,còi lùi,True,needs_site_review
C0102,heavy_equipment,điểm mù,standard,điểm mù,True,needs_domain_expert_review
C0102,heavy_equipment,góc chết,alias_or_site_slang,điểm mù,True,needs_site_review
C0103,heavy_equipment,khu vực quay máy,standard,khu vực quay máy,True,needs_domain_expert_review
C0103,heavy_equipment,vùng quay máy,alias_or_site_slang,khu vực quay máy,True,needs_site_review
C0104,heavy_equipment,phanh đỗ,standard,phanh đỗ,True,needs_domain_expert_review
C0104,heavy_equipment,phanh tay,alias_or_site_slang,phanh đỗ,True,needs_site_review
C0105,heavy_equipment,chốt an toàn,standard,chốt an toàn,True,needs_domain_expert_review
C0105,heavy_equipment,chốt khóa,alias_or_site_slang,chốt an toàn,True,needs_site_review
C0106,heavy_equipment,đường công vụ,standard,đường công vụ,True,needs_domain_expert_review
C0106,heavy_equipment,đường nội bộ,alias_or_site_slang,đường công vụ,True,needs_site_review
C0107,heavy_equipment,người hướng dẫn xe,standard,người hướng dẫn xe,True,needs_domain_expert_review
C0107,heavy_equipment,người cảnh giới xe,alias_or_site_slang,người hướng dẫn xe,True,needs_site_review
C0108,heavy_equipment,điểm rửa bánh xe,standard,điểm rửa bánh xe,True,needs_domain_expert_review
C0108,heavy_equipment,cầu rửa xe,alias_or_site_slang,điểm rửa bánh xe,True,needs_site_review
C0109,electrical,cầu dao tự động,standard,cầu dao tự động,True,needs_domain_expert_review
C0109,electrical,CB,alias_or_site_slang,cầu dao tự động,True,needs_site_review
C0109,electrical,aptomat,alias_or_site_slang,cầu dao tự động,True,needs_site_review
C0109,electrical,áp tô mát,alias_or_site_slang,cầu dao tự động,True,needs_site_review
C0110,electrical,tủ điện,standard,tủ điện,True,needs_domain_expert_review
C0110,electrical,tủ điện công trường,alias_or_site_slang,tủ điện,True,needs_site_review
C0111,electrical,dây dẫn điện,standard,dây dẫn điện,True,needs_domain_expert_review
C0111,electrical,dây điện,alias_or_site_slang,dây dẫn điện,True,needs_site_review
C0112,electrical,dây pha,standard,dây pha,True,needs_domain_expert_review
C0112,electrical,dây nóng,alias_or_site_slang,dây pha,True,needs_site_review
C0113,electrical,dây trung tính,standard,dây trung tính,True,needs_domain_expert_review
C0113,electrical,dây nguội,alias_or_site_slang,dây trung tính,True,needs_site_review
C0114,electrical,dây tiếp địa,standard,dây tiếp địa,True,needs_domain_expert_review
C0114,electrical,dây nối đất,alias_or_site_slang,dây tiếp địa,True,needs_site_review
C0115,electrical,nối đất,standard,nối đất,True,needs_domain_expert_review
C0115,electrical,tiếp địa,alias_or_site_slang,nối đất,True,needs_site_review
C0116,electrical,ngắn mạch,standard,ngắn mạch,True,needs_domain_expert_review
C0116,electrical,chập điện,alias_or_site_slang,ngắn mạch,True,needs_site_review
C0117,electrical,chạm đất,standard,chạm đất,True,needs_domain_expert_review
C0117,electrical,lỗi chạm đất,alias_or_site_slang,chạm đất,True,needs_site_review
C0118,electrical,quá tải,standard,quá tải,True,needs_domain_expert_review
C0119,electrical,điện áp,standard,điện áp,True,needs_domain_expert_review
C0119,electrical,điện thế,alias_or_site_slang,điện áp,True,needs_site_review
C0120,electrical,dòng điện,standard,dòng điện,True,needs_domain_expert_review
C0120,electrical,ampe,alias_or_site_slang,dòng điện,True,needs_site_review
C0121,electrical,máy biến áp,standard,máy biến áp,True,needs_domain_expert_review
C0121,electrical,biến áp,alias_or_site_slang,máy biến áp,True,needs_site_review
C0122,electrical,máy phát điện,standard,máy phát điện,True,needs_domain_expert_review
C0122,electrical,máy phát,alias_or_site_slang,máy phát điện,True,needs_site_review
C0123,electrical,cáp điện,standard,cáp điện,True,needs_domain_expert_review
C0123,electrical,dây cáp điện,alias_or_site_slang,cáp điện,True,needs_site_review
C0124,electrical,đầu cốt cáp,standard,đầu cốt cáp,True,needs_domain_expert_review
C0124,electrical,đầu cos,alias_or_site_slang,đầu cốt cáp,True,needs_site_review
C0124,electrical,cos cáp,alias_or_site_slang,đầu cốt cáp,True,needs_site_review
C0125,electrical,rơ le,standard,rơ le,True,needs_domain_expert_review
C0125,electrical,relay,alias_or_site_slang,rơ le,True,needs_site_review
C0126,electrical,khóa liên động,standard,khóa liên động,True,needs_domain_expert_review
C0126,electrical,interlock,alias_or_site_slang,khóa liên động,True,needs_site_review
C0127,mechanical,vòng bi,standard,vòng bi,True,needs_domain_expert_review
C0127,mechanical,bạc đạn,alias_or_site_slang,vòng bi,True,needs_site_review
C0128,mechanical,ổ trục thanh truyền,standard,ổ trục thanh truyền,True,needs_domain_expert_review
C0128,mechanical,bạc biên,alias_or_site_slang,ổ trục thanh truyền,True,needs_site_review
C0128,mechanical,bạc dên,alias_or_site_slang,ổ trục thanh truyền,True,needs_site_review
C0129,mechanical,dây đai truyền động,standard,dây đai truyền động,True,needs_domain_expert_review
C0129,mechanical,dây curoa,alias_or_site_slang,dây đai truyền động,True,needs_site_review
C0129,mechanical,dây cua-roa,alias_or_site_slang,dây đai truyền động,True,needs_site_review
C0130,mechanical,khớp nối,standard,khớp nối,True,needs_domain_expert_review
C0131,mechanical,trục,standard,trục,True,needs_domain_expert_review
C0132,mechanical,bơm,standard,bơm,True,needs_domain_expert_review
C0133,mechanical,van,standard,van,True,needs_domain_expert_review
C0134,mechanical,mặt bích,standard,mặt bích,True,needs_domain_expert_review
C0135,mechanical,phớt làm kín,standard,phớt làm kín,True,needs_domain_expert_review
C0135,mechanical,phớt,alias_or_site_slang,phớt làm kín,True,needs_site_review
C0136,mechanical,bu lông,standard,bu lông,True,needs_domain_expert_review
C0136,mechanical,bulông,alias_or_site_slang,bu lông,True,needs_site_review
C0136,mechanical,bu lon,alias_or_site_slang,bu lông,True,needs_site_review
C0137,mechanical,đai ốc,standard,đai ốc,True,needs_domain_expert_review
C0137,mechanical,ê-cu,alias_or_site_slang,đai ốc,True,needs_site_review
C0137,mechanical,ecu,alias_or_site_slang,đai ốc,True,needs_site_review
C0138,mechanical,ống thủy lực,standard,ống thủy lực,True,needs_domain_expert_review
C0138,mechanical,tuy ô thủy lực,alias_or_site_slang,ống thủy lực,True,needs_site_review
C0138,mechanical,tuy-ô thủy lực,alias_or_site_slang,ống thủy lực,True,needs_site_review
C0139,mechanical,dầu thủy lực,standard,dầu thủy lực,True,needs_domain_expert_review
C0139,mechanical,nhớt thủy lực,alias_or_site_slang,dầu thủy lực,True,needs_site_review
C0140,mechanical,rò dầu,standard,rò dầu,True,needs_domain_expert_review
C0140,mechanical,rỉ dầu,alias_or_site_slang,rò dầu,True,needs_site_review
C0141,mechanical,rò nhớt,standard,rò nhớt,True,needs_domain_expert_review
C0141,mechanical,rỉ nhớt,alias_or_site_slang,rò nhớt,True,needs_site_review
C0142,mechanical,két làm mát,standard,két làm mát,True,needs_domain_expert_review
C0142,mechanical,két nước,alias_or_site_slang,két làm mát,True,needs_site_review
C0143,mechanical,ống xả,standard,ống xả,True,needs_domain_expert_review
C0143,mechanical,ống bô,alias_or_site_slang,ống xả,True,needs_site_review
C0143,mechanical,ống pô,alias_or_site_slang,ống xả,True,needs_site_review
C0144,mechanical,bộ lọc,standard,bộ lọc,True,needs_domain_expert_review
C0144,mechanical,lọc,alias_or_site_slang,bộ lọc,True,needs_site_review
C0145,welding_hotwork,máy hàn,standard,máy hàn,True,needs_domain_expert_review
C0145,welding_hotwork,máy hàn điện,alias_or_site_slang,máy hàn,True,needs_site_review
C0146,welding_hotwork,que hàn,standard,que hàn,True,needs_domain_expert_review
C0146,welding_hotwork,que điện,alias_or_site_slang,que hàn,True,needs_site_review
C0147,welding_hotwork,dây hàn,standard,dây hàn,True,needs_domain_expert_review
C0148,welding_hotwork,mối hàn,standard,mối hàn,True,needs_domain_expert_review
C0149,welding_hotwork,hàn hồ quang,standard,hàn hồ quang,True,needs_domain_expert_review
C0150,welding_hotwork,hàn MIG,standard,hàn MIG,True,needs_domain_expert_review
C0151,welding_hotwork,hàn TIG,standard,hàn TIG,True,needs_domain_expert_review
C0152,welding_hotwork,xỉ hàn,standard,xỉ hàn,True,needs_domain_expert_review
C0152,welding_hotwork,xỉ,alias_or_site_slang,xỉ hàn,True,needs_site_review
C0153,welding_hotwork,bắn tóe hàn,standard,bắn tóe hàn,True,needs_domain_expert_review
C0153,welding_hotwork,tia hàn,alias_or_site_slang,bắn tóe hàn,True,needs_site_review
C0154,welding_hotwork,mặt nạ hàn,standard,mặt nạ hàn,True,needs_domain_expert_review
C0154,welding_hotwork,mặt nạ,alias_or_site_slang,mặt nạ hàn,True,needs_site_review
C0155,welding_hotwork,bình khí,standard,bình khí,True,needs_domain_expert_review
C0155,welding_hotwork,bình gas,alias_or_site_slang,bình khí,True,needs_site_review
C0156,welding_hotwork,bình oxy,standard,bình oxy,True,needs_domain_expert_review
C0156,welding_hotwork,bình ô-xy,alias_or_site_slang,bình oxy,True,needs_site_review
C0157,welding_hotwork,van điều áp,standard,van điều áp,True,needs_domain_expert_review
C0157,welding_hotwork,regulator,alias_or_site_slang,van điều áp,True,needs_site_review
C0158,welding_hotwork,mỏ hàn,standard,mỏ hàn,True,needs_domain_expert_review
C0158,welding_hotwork,torch,alias_or_site_slang,mỏ hàn,True,needs_site_review
C0159,welding_hotwork,cắt oxy-gas,standard,cắt oxy-gas,True,needs_domain_expert_review
